rocket_id,pi_bin,keff,lat,Pi,Kp,Kd,Kd_Kp_ratio,sr
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,12.020785383475069,3.846651322712022,0.32,0.7333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,12.020785383475069,12.020785383475069,1.0,0.4
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,12.020785383475069,32.0,2.662055679322774,0.13333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,17.15206188515574,0.57,0.0332321562163501,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,17.15206188515574,1.715206188515574,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,17.15206188515574,5.488659803249837,0.32,0.6666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,17.15206188515574,17.15206188515574,1.0,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,17.15206188515574,32.0,1.865664910391585,0.06666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,24.47371095374841,0.57,0.023290297130550135,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,24.47371095374841,2.447371095374841,0.1,0.9333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,24.47371095374841,7.831587505199491,0.32,0.4666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,24.47371095374841,24.47371095374841,1.0,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,24.47371095374841,32.0,1.3075254529431655,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,34.92073033889863,0.57,0.016322682672105227,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,34.92073033889863,3.492073033889863,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,34.92073033889863,11.174633708447562,0.32,0.5333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,34.92073033889863,32.0,0.9163611324690655,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,49.82723746744672,0.57,0.011439526431149108,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,49.82723746744672,4.982723746744672,0.1,0.9333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,49.82723746744672,15.944715989582951,0.32,0.4666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,49.82723746744672,32.0,0.6422190277136343,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,71.09684045959827,0.57,0.008017233906813484,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,71.09684045959827,7.109684045959828,0.1,0.9333333333333333
