rocket_id,td,keff,u_max,latency_steps,Iyy,motor_scale,max_gimbal_deg,wind_strength,servo_slew,static_margin,opt_Kp,opt_Kd,peak_sr_search,kp_floor,kp_ceiling,window_ratio,peak_sr,floor_censored,ceil_censored,best_kd_floor,best_kd_ceil,td_bin,lat_bin
R7136,82.38204724246627,15.742776509062583,5.233006210501795,1,0.012197390450278681,2.444884655979772,6.541257763127243,0.2655432706705398,68.44909015397823,-0.20010437092225328,1.007955487955366,0.14580139875562764,1.0,0.6008008345083048,500.0,832.2225457779197,1.0,False,True,0.1,5.62,td80-120,lat1
R7309,354.80018580132094,37.37955890267901,9.491823772588505,2,0.005514826592602022,2.6246787306518113,11.864779715735631,0.21934486103243916,124.68150549023684,-0.04014184823254485,1.5974120466458859,0.10171350971479927,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,0.38,td300+,lat2-3
R7587,8.116201007149744,0.8602146561000319,9.435088032499104,4,0.09212450837870997,1.009002261357134,11.793860040623882,0.3833027629240863,156.61951655886747,0.19964599142021267,1.042387938026188,0.06517462781510076,1.0,0.1,500.0,5000.0,1.0,True,True,0.06517462781510076,21.5,td0-40,lat4
R7647,312.2013410155477,35.39950437348753,8.819370399133922,2,0.005895445711501107,2.6571981699724434,11.0242129989174,0.3407179348361935,135.63193282100139,-0.11140340325527878,1.6866340868861287,0.07881838814527226,1.0,0.1565606557943096,500.0,3193.650393601463,1.0,False,True,0.38,0.38,td300+,lat2-3
R7688,346.60943167819937,40.61430777958492,8.534170607049596,6,0.005123775418463512,2.649593563330513,10.667713258811995,0.2964096621491526,157.69256050413605,0.2257605185021429,1.5974120466458859,0.08141953168269683,1.0,0.1,13.85188731402163,138.5188731402163,1.0,True,False,0.1,0.38,td300+,lat5-6
R7720,44.65097159509918,6.462201326800688,6.909560587337043,4,0.014477609012970401,1.1912075751210356,8.636950734171304,0.20929697034029143,76.87848285364296,-0.2830743116229676,1.2017807316766176,0.09342467805372084,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,21.5,td40-80,lat4
R7735,63.824626888884126,11.723609831956248,5.444110457762829,4,0.016448930644372976,2.455325897292058,6.805138072203535,0.1579723084668781,176.1870662491146,0.17121168128727954,0.5224755538857248,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.05217092291062181,5.62,td40-80,lat4
R7792,150.8097630034608,14.390161265655516,10.48006066223824,3,0.010995198337450567,2.0145536951518563,13.1000758277978,0.36547787249439184,143.06058319879142,-0.00016074809379701405,0.6360126479780837,0.46754979535749913,1.0,0.245112389427443,500.0,2039.8805673101547,1.0,False,True,0.46754979535749913,5.62,td120-180,lat2-3
R7835,200.8185421099314,31.818395807032903,6.311397448439055,4,0.005401981483414957,2.1884744960191522,7.889246810548819,0.20639162403784284,117.25562563318803,0.03675738673574869,1.0,0.09846402604674659,1.0,0.245112389427443,130.293307533801,531.5655721775329,1.0,False,False,0.09846402604674659,5.62,td180-300,lat4
R7855,337.900011103014,35.065222439887194,9.636328749440581,1,0.006534339525496571,2.91734918207766,12.045410936800724,0.4489742452288959,132.7229750406228,0.19934102519554014,1.6866340868861287,0.1071999591382603,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,0.38,td300+,lat1
R7900,64.75046905503515,6.801190570243423,9.520460923170052,2,0.03134123176036141,2.7140080005574947,11.900576153962566,0.06991612285287967,133.47060904910097,0.11163837124083154,0.5224755538857248,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.05217092291062181,5.62,td40-80,lat2-3
R8015,114.73222806082197,12.149701351540617,9.443213848731647,5,0.013577921207312996,2.1004338351135328,11.804017310914558,0.16308532458192843,194.50365947249935,0.243087921415773,0.5224755538857248,0.05217092291062181,1.0,0.1,203.9880567310155,2039.880567310155,1.0,True,False,0.05217092291062181,5.62,td80-120,lat5-6
R8026,106.92914768648762,14.432652250627525,7.408835592351946,1,0.014279910607058032,2.6241083003070536,9.261044490439932,0.2752341508444659,112.9757614975604,-0.05619088973656555,1.007955487955366,0.13391975929963193,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,1.46,td80-120,lat1
R8162,132.37208106665219,16.237805571512183,8.15209176410435,6,0.006133515298848339,1.268080745971838,10.190114705130439,0.21401077534462964,62.29704778170843,0.26164083061263704,1.0,0.1071999591382603,1.0,0.6008008345083048,500.0,832.2225457779197,1.0,False,True,0.38,21.5,td120-180,lat5-6
R8198,391.51126444543274,40.59686163468009,9.643880060693709,1,0.005625469816275063,2.90777888725236,12.054850075867137,0.055016445731884,131.5937195927162,0.11297900900165303,1.0,0.07478449574760791,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,0.38,td300+,lat1
R8333,174.30534599486742,17.141966303414087,10.168340253950436,3,0.013636526228386701,2.9762849468790424,12.710425317438045,0.4384658182870809,116.27441221699607,0.02280309802088809,1.0,0.08141953168269683,1.0,0.1565606557943096,500.0,3193.650393601463,1.0,False,True,0.38,5.62,td120-180,lat2-3
R8400,22.0846592886953,4.350727668718048,5.076084041638624,6,0.03555424689438735,1.9695340900048037,6.34510505204828,0.41620055710619414,80.56855042368673,0.0033002080340521767,1.5129098045684612,0.1071999591382603,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,21.5,td0-40,lat5-6
R8442,14.858850566535493,2.2172859694863445,6.701368597023003,5,0.08454884423176365,2.386929009872256,8.376710746278754,0.26224589206552323,188.95160784450857,0.25714128161938327,0.5224755538857248,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.05217092291062181,5.62,td0-40,lat5-6
R8769,4.2263480710408965,2.094458996547181,2.0178710005821263,1,0.08572839268042082,2.286160213723009,2.522338750727658,0.361627200600472,156.5609939411105,-0.10017821283968156,0.8742698356015061,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.05217092291062181,5.62,td0-40,lat1
R8801,54.53515072127663,16.783875760220724,3.249258484773212,3,0.013685702758378951,2.924620218034605,4.061573105966515,0.18485548113408273,186.85157687496746,0.1621236402727348,0.6360126479780837,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.1,21.5,td40-80,lat2-3
R8892,184.92325929131215,23.789192043889823,7.7734148747102605,1,0.00932666135299868,2.824984172295962,9.716768593387826,0.10765045454988126,140.95824026649743,-0.0832484782517694,0.5224755538857248,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.05217092291062181,0.38,td180-300,lat1
R8909,81.89145079924114,7.706380767058687,10.62644752116198,2,0.009093623010471702,0.8922725406898899,13.283059401452475,0.1982216427624085,139.8279239623922,-0.00854465934119375,0.9546351822613434,0.1071999591382603,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,1.46,td80-120,lat2-3
R8922,101.87661962849734,8.664746237406142,11.757599915470218,4,0.0270471553101833,2.9839226538635897,14.696999894337772,0.13206022910252585,199.30595539291028,-0.189038192499063,0.5224755538857248,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.1,21.5,td80-120,lat4
R8959,128.3895221547304,11.897967175472928,10.790878833436274,4,0.01682348660727715,2.5485836453261346,13.488598541795342,0.3476504105957552,69.09528530892834,-0.12159543241098125,1.2017807316766176,0.14580139875562764,1.0,0.6008008345083048,500.0,832.2225457779197,1.0,False,True,0.14580139875562764,21.5,td120-180,lat4
R9127,131.0410007997548,12.30579546930998,10.6487224760532,6,0.016409773501894535,2.5711203033438723,13.3109030950665,0.11374645561224547,90.09352687618996,0.24036744814677397,1.8416742444681917,0.05217092291062181,1.0,0.1,130.293307533801,1302.93307533801,1.0,True,False,0.05217092291062181,5.62,td120-180,lat5-6
R9699,105.0524924304653,8.934699477774997,11.757809279627441,3,0.020889099418997976,2.3763466018657304,14.6972615995343,0.2558353371631678,196.69816676239333,0.2534115418408262,0.8280214293470828,0.05498503414055574,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,5.62,td80-120,lat2-3
R9809,154.2200540227948,15.438703098362476,9.989184521538752,1,0.007712081037486605,1.515976672178882,12.48648065192344,0.29471260943005223,179.350807816982,-0.17607571245549725,1.5974120466458859,0.27517613114341416,1.0,0.6008008345083048,500.0,832.2225457779197,1.0,False,True,0.38,1.46,td120-180,lat1
R9812,13.436027459582201,4.194965412404011,3.202893501780366,1,0.03805347894407542,2.0325108388528137,4.003616877225458,0.31107994974706416,165.45778515237956,-0.2838598446261293,2.1232868688196205,0.05217092291062181,1.0,0.1,500.0,5000.0,1.0,True,True,0.38,5.62,td0-40,lat1
