method,p_unstable,gust_std,Kp,Kd,seed,theta0_deg,success,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,control_rms,cmd_deg,slew_code,u_max_code,servo_deadband
BENCH_TUNED_PID,4,0.3,45,8,106,0,1,0.878947784039213,1.96579706952008,1.59220892964107,21.6013248207822,0,0.0166666666666667,0.778773382080364,20,60,12,0.05
BENCH_TUNED_PID,4,0.3,45,8,201,3,1,0.835138954396358,2.38611608040077,0.0692239425494557,21.8121970506754,0,0.0208333333333333,0.779908816533199,20,60,12,0.05
BENCH_TUNED_PID,4,0.3,45,8,202,3,1,0.918055989809127,2.80676179770569,0.548994193735989,21.7735876333623,0,0.0180555555555556,0.774122023384895,20,60,12,0.05
BENCH_TUNED_PID,4,0.3,45,8,203,3,1,0.879941482455869,3.64224363451644,0.155188118728043,21.6034170020066,0,0.0152777777777778,0.815396889927304,20,60,12,0.05
BENCH_TUNED_PID,4,0.3,45,8,204,3,1,1.30715129756722,3.78467835417692,1.50178104287157,21.911329902535,0,0.0208333333333333,0.79489831614695,20,60,12,0.05
BENCH_TUNED_PID,4,0.3,45,8,205,3,1,1.20716977290815,3.41883169698147,2.38661123786394,21.3167499599284,0,0.0180555555555556,0.78882471209592,20,60,12,0.05
BENCH_TUNED_PID,4,0.3,45,8,206,3,1,1.72413558905547,3.04654023578839,2.31670651107358,22.4236212129851,0,0.0180555555555556,0.814715348196646,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,101,0,1,0.432173509004371,1.38452047229918,0.334267363836039,21.3845204722992,0,0.0597222222222222,0.870012872902755,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,102,0,1,0.46567479133216,1.50928544067607,0.378075310090959,21.5092854406761,0,0.0638888888888889,0.870974345341823,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,103,0,1,0.750871910436098,1.81579880259436,1.48050080312665,21.2667677672075,0,0.0597222222222222,0.871834571704101,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,104,0,1,0.779206196552453,2.0099958346349,0.458966372047471,22.0099958346349,0,0.0541666666666667,0.848954986782827,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,105,0,1,0.579170250324001,1.66948448010141,0.00126868040942024,21.6694844801014,0,0.0513888888888889,0.859283935668183,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,106,0,1,0.820564310661769,1.91048555226534,1.52751307750792,21.3211356549299,0,0.0458333333333333,0.845102665134226,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,201,3,1,0.579440743871303,2.38611608040077,0.159443772026678,21.5554995707766,0,0.0472222222222222,0.856603948995922,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,202,3,1,0.674492636080137,2.80676179770569,0.50113583733859,21.4607075047853,0,0.0638888888888889,0.888560843988261,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,203,3,1,0.678417816043072,3.64224363451644,0.130109730290141,21.346805771361,0,0.0763888888888889,0.930822002304884,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,204,3,1,1.04209126162834,3.78467835417692,1.52349999447318,21.631572810662,0,0.0666666666666667,0.903320032872008,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,205,3,1,1.18914041019216,3.41883169698147,2.28767766851693,20.9602375839882,0,0.0597222222222222,0.886056857558273,20,60,12,0.05
BENCH_TUNED_PCH,4,0.3,45,6,206,3,1,1.41033795706199,2.71578269531987,2.29233904166851,22.0620249802675,0,0.0625,0.896838529852009,20,60,12,0.05
