rocket_id,td,keff,latency,kp_floor,kp_ceiling,window_ratio,Kp,kp_norm,sr_mean,slew_frac,rms_mean
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,8.103961150596405,0.043165622314575935,0.8,0.6386666666666667,8.07266601201081
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,10.289436369872348,0.054806521887026095,1.0,0.6316666666666666,6.54190008471218
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,13.064290270179812,0.06958673778551729,1.0,0.642,7.03181138112861
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,16.58746641976001,0.0883528804402496,0.6,0.6486666666666666,5.546709082598113
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,21.060772268257242,0.11217987407528258,0.8,0.633,7.501271341915637
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,26.740438672840508,0.1424325283436195,1.0,0.644,4.683633901005961
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,33.95179679586902,0.18084371459306114,1.0,0.6356666666666666,4.695832872056878
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,43.1079130664663,0.229613624697561,1.0,0.6366666666666667,4.188916389158284
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,54.73324961617695,0.29153579799767787,0.8,0.634,4.29697888702285
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,69.49370545792249,0.3701571351704102,0.8,0.6346666666666667,3.8003822664031732
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,88.2347591663023,0.4699810646192292,1.0,0.626,3.545541842979207
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,112.02989787110009,0.5967254987505131,1.0,0.6386666666666667,3.053694018514412
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,142.2421065756402,0.7576503558660171,0.8,0.6346666666666667,3.780071085840814
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,180.60193990675023,0.9619734081179294,1.0,0.6373333333333334,3.63556557305413
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,229.3066482443904,1.2213982752879098,0.8,0.6329999999999999,4.334160980492553
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,291.14603617339856,1.5507848078617565,0.4,0.631,9.34671826134912
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,369.66226242659957,1.9690002589269484,0.6,0.6323333333333334,9.36485539684159
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,469.3527346563878,2.5,0.0,0.5936666666666668,61.11141291616286
