t,st,state,px,pz,vx,vz,th_deg,q_dps,estX,estZ,estVx,estVz,thEst_deg,uTVC,deploy,keff,thrust,legs,chute
14.011,4,BOOST,0.000,0.000,0.000,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0.00,0.000,0.500,8.000,0.15,0,0
14.031,4,BOOST,0.000,0.000,0.000,0.000,0.00,0.000,0.000,-0.264,0.000,-0.004,-0.00,0.002,0.500,8.000,3.08,0,0
14.051,4,BOOST,0.000,0.000,0.000,0.000,0.00,0.000,0.000,-0.124,-0.000,0.007,-0.00,0.002,0.500,8.000,6.01,0,0
14.071,4,BOOST,0.000,0.000,0.000,0.005,-0.00,-0.064,-0.000,-0.032,-0.001,0.024,-0.00,-0.000,0.500,8.000,8.95,0,0
14.091,4,BOOST,0.000,0.001,0.001,0.067,-0.00,-0.247,-0.000,-0.020,-0.001,0.080,-0.00,0.001,0.500,8.000,11.88,0,0
14.111,4,BOOST,0.000,0.003,0.001,0.203,-0.01,-0.428,-0.000,-0.022,-0.001,0.205,-0.01,0.008,0.500,8.000,14.81,0,0
14.131,4,BOOST,0.000,0.009,0.001,0.412,-0.02,-0.610,-0.000,-0.006,0.000,0.410,-0.02,0.020,0.500,8.000,17.75,0,0
14.151,4,BOOST,0.000,0.020,0.002,0.694,-0.03,-0.791,-0.000,-0.040,0.000,0.643,-0.04,0.033,0.500,8.000,20.68,0,0
14.171,4,BOOST,0.000,0.038,0.002,1.037,-0.05,-0.974,-0.000,-0.010,0.001,0.996,-0.05,0.037,0.500,8.000,21.69,0,0
14.191,4,BOOST,0.000,0.062,0.001,1.377,-0.07,-1.160,-0.000,0.005,0.000,1.327,-0.07,0.044,0.500,8.000,21.11,0,0
14.211,4,BOOST,0.000,0.093,0.001,1.701,-0.10,-1.350,-0.000,0.062,-0.001,1.696,-0.09,0.057,0.500,8.000,20.54,0,0
14.231,4,BOOST,0.000,0.131,0.001,2.012,-0.13,-1.544,-0.000,0.102,-0.001,2.017,-0.12,0.067,0.500,8.000,19.97,0,0
14.251,4,BOOST,0.000,0.174,-0.000,2.308,-0.16,-1.744,-0.000,0.157,-0.003,2.335,-0.15,0.081,0.500,8.000,19.40,0,0
14.271,4,BOOST,0.000,0.223,-0.001,2.590,-0.20,-1.949,-0.000,0.219,-0.004,2.646,-0.19,0.095,0.500,8.000,18.83,0,0
14.291,4,BOOST,0.000,0.278,-0.002,2.857,-0.24,-2.160,-0.000,0.260,-0.005,2.888,-0.23,0.111,0.500,8.000,18.26,0,0
14.311,4,BOOST,0.000,0.337,-0.004,3.110,-0.28,-2.377,-0.000,0.329,-0.006,3.163,-0.27,0.125,0.500,8.000,17.69,0,0
14.331,4,BOOST,-0.000,0.402,-0.006,3.349,-0.33,-2.600,-0.000,0.382,-0.008,3.375,-0.32,0.147,0.500,8.000,17.11,0,0
14.351,4,BOOST,-0.000,0.472,-0.008,3.573,-0.39,-2.828,-0.001,0.449,-0.010,3.597,-0.38,0.169,0.500,8.000,16.54,0,0
14.371,4,BOOST,-0.000,0.545,-0.010,3.783,-0.45,-3.061,-0.001,0.529,-0.012,3.826,-0.44,0.190,0.500,8.000,15.97,0,0
14.391,4,BOOST,-0.001,0.623,-0.013,3.979,-0.51,-3.300,-0.001,0.596,-0.015,3.997,-0.50,0.207,0.500,8.000,15.40,0,0
14.411,4,BOOST,-0.001,0.705,-0.016,4.161,-0.58,-3.543,-0.001,0.690,-0.018,4.212,-0.57,0.231,0.500,8.000,14.83,0,0
14.431,4,BOOST,-0.001,0.790,-0.019,4.328,-0.64,-1.541,-0.002,0.783,-0.022,4.400,-0.63,0.260,0.500,8.000,14.26,0,0
14.451,4,BOOST,-0.002,0.878,-0.022,4.481,-0.68,-1.804,-0.002,0.857,-0.025,4.519,-0.67,0.232,0.500,8.000,13.69,0,0
14.471,4,BOOST,-0.002,0.969,-0.026,4.619,-0.71,-2.070,-0.003,0.939,-0.028,4.635,-0.70,0.209,0.500,8.000,13.11,0,0
14.491,4,BOOST,-0.003,1.062,-0.029,4.743,-0.76,-2.340,-0.003,1.032,-0.032,4.760,-0.75,0.224,0.500,8.000,12.54,0,0
14.511,4,BOOST,-0.003,1.159,-0.033,4.853,-0.80,-0.719,-0.004,1.112,-0.035,4.833,-0.79,0.262,0.500,8.000,12.00,0,0
14.531,4,BOOST,-0.004,1.257,-0.036,4.956,-0.79,0.864,-0.004,1.211,-0.038,4.940,-0.78,0.235,0.500,7.935,12.00,0,0
14.551,4,BOOST,-0.005,1.357,-0.040,5.059,-0.77,0.568,-0.005,1.301,-0.041,5.020,-0.77,0.179,0.500,7.804,12.00,0,0
14.571,4,BOOST,-0.006,1.459,-0.043,5.162,-0.76,0.270,-0.006,1.392,-0.044,5.101,-0.76,0.175,0.500,7.611,12.00,0,0
14.591,4,BOOST,-0.006,1.563,-0.046,5.265,-0.76,-0.031,-0.007,1.487,-0.047,5.188,-0.76,0.217,0.500,7.366,12.00,0,0
14.611,4,BOOST,-0.007,1.670,-0.049,5.368,-0.75,1.538,-0.008,1.570,-0.051,5.243,-0.75,0.266,0.500,7.079,12.00,0,0
14.631,4,BOOST,-0.008,1.778,-0.052,5.470,-0.70,3.091,-0.009,1.674,-0.054,5.341,-0.70,0.226,0.500,6.805,12.00,0,0
14.651,4,BOOST,-0.010,1.889,-0.055,5.573,-0.64,2.763,-0.009,1.788,-0.056,5.458,-0.64,0.141,0.500,6.558,12.00,0,0
14.671,4,BOOST,-0.011,2.001,-0.058,5.676,-0.59,2.432,-0.011,1.914,-0.058,5.595,-0.59,0.123,0.500,6.310,12.00,0,0
14.691,4,BOOST,-0.012,2.116,-0.060,5.779,-0.54,2.099,-0.012,2.039,-0.060,5.722,-0.54,0.153,0.500,6.066,12.00,0,0
14.711,4,BOOST,-0.013,2.233,-0.062,5.882,-0.50,1.763,-0.013,2.144,-0.062,5.804,-0.50,0.197,0.500,5.823,12.00,0,0
14.731,4,BOOST,-0.014,2.351,-0.064,5.984,-0.47,1.425,-0.014,2.256,-0.063,5.897,-0.47,0.233,0.500,5.572,12.00,0,0
14.751,4,BOOST,-0.016,2.472,-0.065,6.087,-0.44,2.957,-0.016,2.396,-0.065,6.040,-0.44,0.261,0.500,5.305,12.00,0,0
14.771,4,BOOST,-0.017,2.595,-0.067,6.190,-0.38,2.603,-0.016,2.509,-0.066,6.126,-0.38,0.210,0.500,5.053,12.00,0,0
14.791,4,BOOST,-0.018,2.720,-0.068,6.292,-0.33,2.248,-0.017,2.631,-0.068,6.225,-0.33,0.163,0.500,4.805,12.00,0,0
14.811,4,BOOST,-0.020,2.847,-0.068,6.395,-0.29,1.889,-0.018,2.744,-0.068,6.305,-0.29,0.163,0.500,4.562,12.00,0,0
14.831,4,BOOST,-0.021,2.976,-0.069,6.497,-0.26,1.528,-0.020,2.872,-0.069,6.409,-0.26,0.199,0.500,4.325,12.00,0,0
14.851,4,BOOST,-0.022,3.107,-0.069,6.600,-0.23,1.164,-0.021,2.994,-0.070,6.501,-0.23,0.244,0.500,4.085,12.00,0,0
14.871,4,BOOST,-0.024,3.240,-0.070,6.702,-0.18,2.666,-0.023,3.124,-0.070,6.601,-0.18,0.248,0.500,3.852,12.00,0,0
14.891,4,BOOST,-0.025,3.375,-0.070,6.805,-0.13,2.288,-0.022,3.273,-0.069,6.732,-0.13,0.159,0.500,3.648,12.00,0,0
14.911,4,BOOST,-0.027,3.512,-0.069,6.907,-0.09,1.907,-0.024,3.413,-0.069,6.841,-0.09,0.119,0.500,3.456,12.00,0,0
14.931,4,BOOST,-0.028,3.651,-0.069,7.009,-0.06,1.523,-0.025,3.563,-0.069,6.965,-0.05,0.152,0.500,3.269,12.00,0,0
14.951,4,BOOST,-0.029,3.792,-0.068,7.112,-0.03,1.137,-0.026,3.716,-0.068,7.090,-0.02,0.208,0.500,3.088,12.00,0,0
14.971,4,BOOST,-0.031,3.936,-0.067,7.214,-0.00,2.621,-0.028,3.861,-0.067,7.197,0.00,0.259,0.500,2.905,12.00,0,0
14.991,4,BOOST,-0.032,4.081,-0.066,7.316,0.05,2.221,-0.029,4.004,-0.066,7.296,0.05,0.175,0.500,2.747,12.00,0,0
15.011,4,BOOST,-0.033,4.229,-0.065,7.418,0.09,1.818,-0.030,4.161,-0.065,7.417,0.09,0.087,0.500,2.603,12.00,0,0
15.031,4,BOOST,-0.035,4.378,-0.064,7.521,0.12,1.413,-0.029,4.332,-0.063,7.555,0.12,0.082,0.500,2.469,12.00,0,0
15.051,4,BOOST,-0.036,4.529,-0.062,7.623,0.14,1.005,-0.030,4.483,-0.061,7.655,0.14,0.131,0.500,2.342,12.00,0,0
15.071,4,BOOST,-0.037,4.683,-0.060,7.725,0.16,0.595,-0.032,4.639,-0.059,7.761,0.16,0.200,0.500,2.219,12.00,0,0
15.091,4,BOOST,-0.038,4.839,-0.059,7.827,0.18,2.056,-0.033,4.781,-0.056,7.841,0.17,0.269,0.500,2.092,12.00,0,0
15.111,4,BOOST,-0.039,4.996,-0.057,7.929,0.21,1.632,-0.034,4.950,-0.054,7.963,0.21,0.119,0.500,1.990,12.00,0,0
15.131,4,BOOST,-0.041,5.156,-0.054,8.031,0.24,1.206,-0.035,5.113,-0.052,8.070,0.24,-0.022,0.500,1.902,12.00,0,0
15.151,4,BOOST,-0.042,5.317,-0.052,8.133,0.26,0.777,-0.033,5.251,-0.049,8.134,0.26,-0.014,0.500,1.861,12.00,0,0
15.171,4,BOOST,-0.043,5.481,-0.050,8.235,0.27,0.347,-0.034,5.405,-0.047,8.220,0.27,0.072,0.500,1.861,12.00,0,0
15.191,4,BOOST,-0.044,5.647,-0.047,8.336,0.27,-0.086,-0.035,5.556,-0.045,8.299,0.28,0.147,0.500,1.861,12.00,0,0
15.211,4,BOOST,-0.044,5.815,-0.045,8.438,0.27,-0.520,-0.036,5.725,-0.043,8.406,0.27,0.208,0.500,1.819,12.00,0,0
15.231,4,BOOST,-0.045,5.985,-0.042,8.540,0.28,0.911,-0.037,5.879,-0.040,8.483,0.28,0.211,0.500,1.739,12.00,0,0
15.251,4,BOOST,-0.046,6.156,-0.040,8.641,0.29,0.464,-0.037,6.054,-0.038,8.591,0.30,0.028,0.500,1.677,12.00,0,0
15.271,4,BOOST,-0.047,6.330,-0.037,8.743,0.30,0.014,-0.035,6.222,-0.033,8.685,0.31,-0.028,0.500,1.648,12.00,0,0
15.291,4,BOOST,-0.048,6.506,-0.035,8.845,0.29,-0.437,-0.035,6.401,-0.029,8.794,0.30,0.055,0.500,1.648,12.00,0,0
15.311,4,BOOST,-0.048,6.684,-0.032,8.946,0.28,-0.890,-0.036,6.589,-0.026,8.912,0.29,0.173,0.500,1.648,12.00,0,0
15.331,4,BOOST,-0.049,6.864,-0.030,9.048,0.27,0.528,-0.036,6.759,-0.023,9.000,0.27,0.290,0.500,1.615,12.00,0,0
15.351,4,BOOST,-0.050,7.046,-0.027,9.149,0.30,1.930,-0.037,6.932,-0.021,9.088,0.30,0.061,0.500,1.580,12.00,0,0
15.371,4,BOOST,-0.050,7.230,-0.024,9.250,0.33,-0.420,-0.037,7.107,-0.018,9.177,0.33,-0.356,0.500,1.580,12.00,0,0
15.391,4,BOOST,-0.050,7.416,-0.021,9.352,0.28,-2.758,-0.034,7.305,-0.014,9.301,0.30,-0.120,0.500,1.580,12.00,0,0
15.411,4,BOOST,-0.051,7.604,-0.019,9.453,0.23,-1.346,-0.034,7.510,-0.010,9.430,0.25,0.501,0.500,1.580,12.00,0,0
15.431,4,BOOST,-0.051,7.795,-0.017,9.554,0.24,1.923,-0.034,7.708,-0.008,9.545,0.24,0.528,0.500,1.586,12.00,0,0
15.451,4,BOOST,-0.052,7.987,-0.014,9.655,0.28,1.430,-0.034,7.909,-0.006,9.660,0.28,-0.084,0.500,1.648,12.00,0,0
15.471,4,BOOST,-0.052,8.181,-0.012,9.756,0.26,-2.805,-0.035,8.094,-0.003,9.748,0.28,-0.338,0.500,1.681,12.00,0,0
15.491,4,BOOST,-0.052,8.377,-0.009,9.858,0.20,-3.281,-0.035,8.294,-0.001,9.857,0.22,0.179,0.500,1.681,12.00,0,0
15.511,4,BOOST,-0.052,8.575,-0.007,9.959,0.17,-0.017,-0.035,8.488,0.001,9.951,0.18,0.587,0.500,1.709,12.00,0,0
15.531,4,BOOST,-0.052,8.776,-0.005,10.060,0.19,1.353,-0.031,8.679,0.005,10.038,0.20,0.244,0.500,1.787,12.00,0,0
15.551,4,BOOST,-0.052,8.978,-0.003,10.160,0.21,0.845,-0.031,8.879,0.007,10.137,0.22,-0.202,0.500,1.873,12.00,0,0
15.571,4,BOOST,-0.052,9.182,-0.001,10.261,0.20,-1.534,-0.031,9.062,0.011,10.206,0.21,-0.208,0.500,1.911,12.00,0,0
15.591,4,BOOST,-0.052,9.388,0.002,10.362,0.16,-2.036,-0.031,9.264,0.012,10.302,0.17,0.143,0.500,1.911,12.00,0,0
15.611,4,BOOST,-0.052,9.597,0.004,10.463,0.15,1.202,-0.030,9.457,0.015,10.380,0.16,0.348,0.500,1.911,12.00,0,0
15.631,4,BOOST,-0.052,9.807,0.006,10.563,0.17,0.679,-0.030,9.653,0.017,10.460,0.18,0.067,0.500,1.994,12.00,0,0
15.651,4,BOOST,-0.052,10.019,0.008,10.664,0.18,0.153,-0.026,9.881,0.021,10.587,0.19,-0.129,0.500,2.030,12.00,0,0
15.671,4,BOOST,-0.052,10.234,0.010,10.765,0.18,-0.373,-0.026,10.098,0.023,10.694,0.18,-0.097,0.500,2.030,12.00,0,0
15.691,4,BOOST,-0.052,10.450,0.012,10.865,0.16,-0.901,-0.025,10.331,0.025,10.822,0.17,0.038,0.500,2.030,12.00,0,0
15.711,4,BOOST,-0.051,10.668,0.014,10.966,0.14,-1.430,-0.025,10.542,0.028,10.913,0.15,0.179,0.500,2.030,12.00,0,0
15.731,4,BOOST,-0.051,10.889,0.016,11.066,0.12,-0.087,-0.024,10.786,0.029,11.052,0.12,0.281,0.500,2.030,12.00,0,0
15.751,4,BOOST,-0.051,11.111,0.018,11.166,0.11,-0.627,-0.024,11.003,0.032,11.145,0.11,0.175,0.500,2.091,12.00,0,0
15.771,4,BOOST,-0.050,11.335,0.020,11.267,0.09,-1.168,-0.021,11.230,0.035,11.251,0.10,0.091,0.500,2.122,12.00,0,0
15.791,4,BOOST,-0.050,11.562,0.021,11.367,0.06,-1.710,-0.020,11.453,0.037,11.348,0.07,0.143,0.500,2.121,12.00,0,0
15.811,4,BOOST,-0.050,11.790,0.023,11.467,0.03,-0.380,-0.019,11.682,0.040,11.450,0.04,0.295,0.500,2.086,12.00,0,0
15.831,4,BOOST,-0.049,12.021,0.024,11.567,0.05,0.936,-0.018,11.918,0.041,11.561,0.05,0.184,0.500,2.064,12.00,0,0
15.851,4,BOOST,-0.049,12.253,0.026,11.667,0.06,0.372,-0.017,12.140,0.043,11.645,0.06,-0.065,0.500,2.067,12.00,0,0
15.871,4,BOOST,-0.048,12.487,0.028,11.767,0.06,-0.194,-0.017,12.380,0.044,11.755,0.06,-0.090,0.500,2.067,12.00,0,0
15.891,4,BOOST,-0.047,12.724,0.029,11.867,0.05,-0.761,-0.014,12.623,0.048,11.866,0.06,0.039,0.500,2.067,12.00,0,0
15.911,4,BOOST,-0.047,12.962,0.031,11.967,0.03,-1.328,-0.013,12.854,0.050,11.955,0.04,0.188,0.500,2.067,12.00,0,0
15.931,4,BOOST,-0.046,13.203,0.032,12.066,0.03,-0.028,-0.012,13.112,0.051,12.083,0.03,0.237,0.500,2.069,12.00,0,0
15.951,4,BOOST,-0.046,13.445,0.034,12.166,0.02,-0.607,-0.011,13.349,0.054,12.174,0.03,0.135,0.500,2.069,12.00,0,0
15.971,4,BOOST,-0.045,13.689,0.035,12.266,0.00,-1.186,-0.010,13.596,0.055,12.279,0.01,0.138,0.500,2.043,12.00,0,0
15.991,4,BOOST,-0.044,13.936,0.037,12.365,-0.03,-1.766,-0.009,13.837,0.056,12.372,-0.02,0.242,0.500,1.990,12.00,0,0
16.011,4,BOOST,-0.043,14.184,0.038,12.465,-0.03,1.395,-0.007,14.107,0.057,12.505,-0.03,0.317,0.500,1.919,12.00,0,0
16.031,4,BOOST,-0.043,14.434,0.039,12.564,-0.01,0.794,-0.005,14.357,0.059,12.605,-0.00,0.054,0.500,1.893,12.00,0,0
16.051,4,BOOST,-0.042,14.687,0.041,12.664,0.00,0.191,-0.004,14.606,0.061,12.700,0.01,-0.089,0.500,1.872,12.00,0,0
16.071,4,BOOST,-0.041,14.941,0.042,12.763,-0.00,-0.412,-0.003,14.873,0.063,12.820,0.01,-0.013,0.500,1.872,12.00,0,0
16.091,4,BOOST,-0.040,15.197,0.043,12.862,-0.02,-1.016,-0.002,15.131,0.064,12.921,-0.01,0.166,0.500,1.872,12.00,0,0
16.111,4,BOOST,-0.039,15.456,0.045,12.961,-0.00,2.120,-0.000,15.400,0.065,13.037,-0.00,0.258,0.500,1.864,12.00,0,0
16.131,4,BOOST,-0.038,15.716,0.046,13.060,0.03,1.494,0.001,15.653,0.066,13.125,0.03,-0.037,0.500,1.875,12.00,0,0
16.151,4,BOOST,-0.037,15.978,0.048,13.159,0.06,0.866,0.002,15.912,0.068,13.219,0.06,-0.219,0.500,1.884,12.00,0,0
16.171,4,BOOST,-0.036,16.242,0.050,13.258,0.07,0.237,0.003,16.175,0.070,13.316,0.07,-0.154,0.500,1.884,12.00,0,0
16.191,4,BOOST,-0.035,16.508,0.052,13.357,0.07,-0.393,0.005,16.432,0.072,13.401,0.07,0.006,0.500,1.884,12.00,0,0
16.211,4,BOOST,-0.034,16.777,0.053,13.456,0.05,-1.024,0.006,16.715,0.074,13.522,0.06,0.182,0.500,1.884,12.00,0,0
16.231,4,BOOST,-0.033,17.047,0.055,13.555,0.05,0.213,0.008,16.991,0.076,13.629,0.05,0.225,0.500,1.884,12.00,0,0
16.251,4,BOOST,-0.032,17.319,0.057,13.653,0.05,-0.429,0.009,17.264,0.077,13.727,0.05,0.096,0.500,1.890,12.00,0,0
16.271,4,BOOST,-0.031,17.593,0.059,13.752,0.03,-1.071,0.010,17.537,0.077,13.824,0.04,0.083,0.500,1.885,12.00,0,0
16.291,4,BOOST,-0.030,17.869,0.060,13.851,0.01,-1.713,0.011,17.799,0.079,13.901,0.02,0.207,0.500,1.872,12.00,0,0
16.311,4,BOOST,-0.029,18.147,0.062,13.949,0.00,1.386,0.013,18.075,0.081,13.997,0.00,0.293,0.500,1.832,12.00,0,0
16.331,4,BOOST,-0.027,18.427,0.064,14.047,0.03,0.724,0.014,18.353,0.083,14.091,0.03,0.022,0.500,1.831,12.00,0,0
16.351,4,BOOST,-0.026,18.709,0.065,14.146,0.03,0.061,0.016,18.635,0.084,14.191,0.04,-0.127,0.500,1.834,12.00,0,0
16.371,4,BOOST,-0.025,18.993,0.067,14.244,0.03,-0.603,0.018,18.932,0.087,14.308,0.03,-0.044,0.500,1.834,12.00,0,0
16.391,4,BOOST,-0.023,19.279,0.069,14.342,0.01,-1.267,0.017,19.229,0.087,14.423,0.02,0.146,0.500,1.834,12.00,0,0
16.411,4,BOOST,-0.022,19.567,0.070,14.440,-0.01,-0.058,0.019,19.521,0.089,14.525,-0.01,0.336,0.500,1.834,12.00,0,0
16.431,4,BOOST,-0.021,19.857,0.072,14.538,0.01,1.137,0.021,19.817,0.091,14.632,0.01,0.208,0.500,1.850,12.00,0,0
16.451,4,BOOST,-0.019,20.149,0.073,14.636,0.02,0.452,0.022,20.105,0.093,14.723,0.02,-0.071,0.500,1.878,12.00,0,0
16.471,4,BOOST,-0.018,20.442,0.075,14.734,0.02,-0.233,0.024,20.388,0.094,14.805,0.03,-0.106,0.500,1.888,12.00,0,0
16.491,4,BOOST,-0.016,20.738,0.077,14.832,0.01,-0.919,0.026,20.686,0.096,14.906,0.02,0.049,0.500,1.888,12.00,0,0
16.511,4,BOOST,-0.015,21.036,0.079,14.929,-0.00,0.268,0.028,20.981,0.098,14.999,-0.00,0.259,0.500,1.888,12.00,0,0
16.531,4,BOOST,-0.013,21.335,0.080,15.027,0.02,1.441,0.026,21.278,0.097,15.092,0.02,0.149,0.500,1.907,12.00,0,0
16.551,4,BOOST,-0.011,21.637,0.082,15.124,0.05,0.734,0.028,21.572,0.099,15.178,0.04,-0.138,0.500,1.952,12.00,0,0
16.571,4,BOOST,-0.010,21.940,0.084,15.222,0.05,0.027,0.030,21.859,0.101,15.252,0.05,-0.163,0.500,1.952,12.00,0,0
16.591,4,BOOST,-0.008,22.246,0.086,15.319,0.05,-0.681,0.032,22.166,0.103,15.351,0.05,-0.005,0.500,1.952,12.00,0,0
16.611,4,BOOST,-0.006,22.553,0.088,15.417,0.03,-1.389,0.034,22.457,0.104,15.425,0.03,0.181,0.500,1.952,12.00,0,0
16.631,4,BOOST,-0.004,22.863,0.090,15.514,0.03,1.644,0.037,22.773,0.106,15.532,0.03,0.260,0.500,1.952,12.00,0,0
16.651,4,BOOST,-0.003,23.174,0.092,15.611,0.05,0.917,0.034,23.088,0.105,15.636,0.05,-0.015,0.500,2.007,12.00,0,0
16.671,4,BOOST,-0.001,23.487,0.094,15.708,0.07,0.189,0.036,23.401,0.107,15.732,0.06,-0.159,0.500,2.007,12.00,0,0
16.691,4,BOOST,0.001,23.802,0.096,15.805,0.06,-0.540,0.038,23.712,0.109,15.823,0.06,-0.074,0.500,2.007,12.00,0,0
16.711,4,BOOST,0.003,24.119,0.098,15.902,0.04,-1.269,0.040,24.014,0.110,15.900,0.04,0.107,0.500,2.007,12.00,0,0
16.731,4,BOOST,0.005,24.438,0.099,15.999,0.02,-0.123,0.042,24.341,0.112,16.008,0.02,0.285,0.500,2.007,12.00,0,0
16.751,4,BOOST,0.007,24.759,0.101,16.095,0.04,1.008,0.045,24.668,0.114,16.114,0.03,0.157,0.500,2.042,12.00,0,0
16.771,4,BOOST,0.009,25.082,0.103,16.192,0.05,0.260,0.041,24.983,0.112,16.198,0.05,-0.089,0.500,2.106,12.00,0,0
16.791,4,BOOST,0.011,25.407,0.105,16.288,0.05,-0.487,0.043,25.314,0.113,16.304,0.05,-0.095,0.500,2.106,12.00,0,0
16.811,4,BOOST,0.013,25.734,0.107,16.385,0.03,-1.235,0.046,25.633,0.115,16.390,0.03,0.056,0.500,2.106,12.00,0,0
16.831,4,BOOST,0.015,26.063,0.109,16.481,-0.00,-1.981,0.048,25.969,0.116,16.496,0.00,0.232,0.500,2.106,12.00,0,0
16.851,4,BOOST,0.018,26.393,0.111,16.578,-0.01,1.016,0.050,26.289,0.118,16.579,-0.01,0.311,0.500,2.133,12.00,0,0
16.871,4,BOOST,0.020,26.726,0.113,16.674,0.00,0.252,0.053,26.614,0.120,16.664,0.00,0.079,0.500,2.196,12.00,0,0
16.891,4,BOOST,0.022,27.060,0.115,16.770,-0.00,-0.512,0.048,26.959,0.117,16.775,0.00,-0.047,0.500,2.237,12.00,0,0
16.911,4,BOOST,0.024,27.397,0.116,16.866,-0.02,-1.275,0.050,27.307,0.119,16.886,-0.01,0.044,0.500,2.237,12.00,0,0
16.931,4,BOOST,0.027,27.735,0.118,16.962,-0.05,-2.037,0.052,27.645,0.121,16.983,-0.05,0.240,0.500,2.237,12.00,0,0
16.951,4,BOOST,0.029,28.075,0.119,17.058,-0.06,0.943,0.055,27.981,0.121,17.074,-0.07,0.354,0.500,2.242,12.00,0,0
16.971,4,BOOST,0.032,28.417,0.121,17.154,-0.02,2.032,0.057,28.319,0.123,17.163,-0.03,0.064,0.500,2.286,12.00,0,0
16.991,4,BOOST,0.034,28.762,0.123,17.249,0.01,1.240,0.060,28.669,0.124,17.267,0.00,-0.226,0.500,2.360,12.00,0,0
17.011,4,BOOST,0.037,29.108,0.125,17.345,-0.00,-1.420,0.062,29.015,0.125,17.363,-0.00,-0.154,0.500,2.360,12.00,0,0
17.031,4,BOOST,0.039,29.455,0.127,17.440,-0.04,-2.201,0.057,29.365,0.123,17.461,-0.04,0.184,0.500,2.360,12.00,0,0
17.051,4,BOOST,0.042,29.805,0.128,17.536,-0.05,0.761,0.059,29.725,0.125,17.569,-0.06,0.399,0.500,2.360,12.00,0,0
17.071,4,BOOST,0.044,30.157,0.130,17.631,-0.02,1.831,0.061,30.062,0.126,17.647,-0.02,0.138,0.500,2.446,12.00,0,0
17.091,4,BOOST,0.047,30.511,0.132,17.726,0.01,1.022,0.064,30.400,0.128,17.723,0.01,-0.159,0.500,2.536,12.00,0,0
