feature,class_label,grid_value,partial_dependence
Iyy,INFEASIBLE,0.01336863768774803,0.5401555005667
Iyy,INFEASIBLE,0.01478776227541784,0.5411998817797011
Iyy,INFEASIBLE,0.016206886863087654,0.5432589051148354
Iyy,INFEASIBLE,0.017626011450757467,0.5431990086754654
Iyy,INFEASIBLE,0.01904513603842728,0.5389702370793358
Iyy,INFEASIBLE,0.02046426062609709,0.5408480729373872
Iyy,INFEASIBLE,0.021883385213766902,0.5407610515787932
Iyy,INFEASIBLE,0.023302509801436715,0.5419922231443995
Iyy,INFEASIBLE,0.024721634389106528,0.5411290951981648
Iyy,INFEASIBLE,0.02614075897677634,0.5423643520717142
Iyy,INFEASIBLE,0.02755988356444615,0.5406174063149876
Iyy,INFEASIBLE,0.028979008152115966,0.5497405572103247
Iyy,INFEASIBLE,0.030398132739785776,0.5517106011215578
Iyy,INFEASIBLE,0.031817257327455585,0.5515994167013848
Iyy,INFEASIBLE,0.0332363819151254,0.5553230398126833
Iyy,INFEASIBLE,0.03465550650279521,0.5546678532712566
Iyy,INFEASIBLE,0.03607463109046503,0.5528405764896271
Iyy,INFEASIBLE,0.03749375567813484,0.5572434289548036
Iyy,INFEASIBLE,0.03891288026580465,0.5572119059503454
static_margin,EASY,0.050864702051611435,0.3133181363672488
static_margin,EASY,0.0603073195240995,0.3134816910227488
static_margin,EASY,0.06974993699658756,0.31550762259321163
static_margin,EASY,0.07919255446907564,0.3133746560442231
static_margin,EASY,0.0886351719415637,0.3118154475613749
static_margin,EASY,0.09807778941405176,0.31169373393214106
static_margin,EASY,0.10752040688653983,0.3104625794915051
static_margin,EASY,0.11696302435902789,0.31109788973229097
static_margin,EASY,0.12640564183151595,0.3126498972961561
static_margin,EASY,0.13584825930400402,0.3115148315404511
static_margin,EASY,0.14529087677649208,0.309679125818013
static_margin,EASY,0.15473349424898014,0.3103843860742269
static_margin,EASY,0.16417611172146823,0.308194711175995
static_margin,EASY,0.17361872919395627,0.3091639232312104
static_margin,EASY,0.18306134666644436,0.30535231553176334
static_margin,EASY,0.1925039641389324,0.30604332375365106
static_margin,EASY,0.20194658161142048,0.30522489064404756
static_margin,EASY,0.21138919908390852,0.3025579395899213
static_margin,EASY,0.2208318165563966,0.29977937278155814
static_margin,EASY,0.23027443402888464,0.27961199112888846
static_margin,FRAGILE,0.050864702051611435,0.176261217400304
static_margin,FRAGILE,0.0603073195240995,0.1776989833970952
static_margin,FRAGILE,0.06974993699658756,0.16666976440263126
static_margin,FRAGILE,0.07919255446907564,0.16580480151334606
static_margin,FRAGILE,0.0886351719415637,0.15110715220188783
static_margin,FRAGILE,0.09807778941405176,0.15175468810732037
static_margin,FRAGILE,0.10752040688653983,0.1519950354842185
static_margin,FRAGILE,0.11696302435902789,0.1520149338257185
static_margin,FRAGILE,0.12640564183151595,0.14448147791716706
static_margin,FRAGILE,0.13584825930400402,0.14431316099157734
static_margin,FRAGILE,0.14529087677649208,0.14527995927577636
static_margin,FRAGILE,0.15473349424898014,0.1437785782856565
