case_id,controller,regime_name,rate_center_deg_s,tau_actuator_ms,tau_sensor_ms,processing_delay_ms,aero_scale,thrust_scale,rms_angle_error_deg,rms_rate_deg_s,max_abs_angle_deg,max_abs_delta_deg,final_error_deg,unstable,precision_success,mean_abs_alpha_deg,cp_ahead_share,zero_crossings_error,slew_tracking_error_deg,overshoot_error_deg
4,PID,HIGH_RATE,250,25,15,1,0.85,0.9,11.527191731196,54.7942099076016,41.6564884914972,9.99999975171185,-0.0739628459260192,0,0,108.894074832323,0,48,2.83835239673609,0.185597007900398
4,ADRC,HIGH_RATE,250,25,15,1,0.85,0.9,12.1876947564236,49.2659845922222,41.6564884914972,9.99997376028896,1.76034379189849,0,0,108.621902717078,0,1,0.182403797478377,2.25287190471975
4,AI,HIGH_RATE,250,25,15,1,0.85,0.9,138.5196949499,62.1016075573229,222.055656033353,9.41615469517251,-222.055656033353,1,0,80.1453233963419,0,0,3.97653996937364,0
5,PID,LOW_RATE,40,8,3,6,0.85,0.9,1.28763366351426,6.70035082474479,6.97470802939214,9.99983438772532,-0.0284118503803253,0,1,93.9497401800336,0,0,0.0770307579530858,0
5,ADRC,LOW_RATE,40,8,3,6,0.85,0.9,2.01545577930646,5.83371692460423,7.57073384958035,5.86392127190826,0.269274308606467,0,0,95.5713784597844,0,1,0.0282611800611831,0.30702264902182
5,AI,LOW_RATE,40,8,3,6,0.85,0.9,2.02184895159702,5.20509698715114,7.13523201278285,9.63233615778173,-0.996698616361404,0,0,96.6015138403958,0,0,1.74947091679443,0
5,PID,MID_RATE,130,8,3,6,0.85,0.9,3.34761557674689,19.056046052706,14.8657269722925,9.99999999999102,-0.0296669373997369,0,0,99.6947393255088,0,0,0.0959331117524165,0
5,ADRC,MID_RATE,130,8,3,6,0.85,0.9,4.14780375795064,17.3660705317695,15.0405025396347,9.99990241763534,0.564784334958502,0,0,100.756991160435,0,1,0.0513902224018863,0.677939003037534
5,AI,MID_RATE,130,8,3,6,0.85,0.9,115.203509114044,47.9502402318137,194.678607948465,9.99333923051383,-194.678607948465,1,0,82.9604675381548,0,0,5.49806085226621,0
5,PID,HIGH_RATE,250,8,3,6,0.85,0.9,10.283430577325,47.2822213911134,37.5249980780188,10,-0.0314743022693394,0,0,108.485691608163,0,0,0.111085014422562,0
5,ADRC,HIGH_RATE,250,8,3,6,0.85,0.9,11.1142220668398,44.2387080171745,37.5249980780188,10,1.60224293563945,0,0,108.183943702955,0,1,0.0568424672313559,2.05417725919713
5,AI,HIGH_RATE,250,8,3,6,0.85,0.9,133.210779029431,59.2731832581969,214.639767930402,9.9982119402084,-214.639767930402,1,0,81.8230971164827,0,0,5.23803455136197,0
6,PID,LOW_RATE,40,25,3,6,0.85,0.9,1.40040146002956,7.66344450872742,7.40030686759214,9.81141151838409,-0.0284736191378843,0,1,94.1727290377776,0,0,0.323827427901256,0
6,ADRC,LOW_RATE,40,25,3,6,0.85,0.9,2.05375243341155,6.52328143806518,7.98945687466455,5.06326706166178,0.269992456759156,0,0,95.6003196278988,0,1,0.0720597464766915,0.307104916415587
6,AI,LOW_RATE,40,25,3,6,0.85,0.9,1.92903498630719,6.67814104212529,7.62268302245938,8.11171277901181,-0.948454031104613,0,1,96.1341315666056,0,0,1.87360154609589,0
6,PID,MID_RATE,130,25,3,6,0.85,0.9,3.83467355256931,21.9488146945629,16.781640774599,9.9988287966576,-0.0298236157790748,0,0,100.278861038807,0,0,0.355232830987941,0
